objectid;id_rte500;nature;toponyme;type;codeuic;region;departement;date_maj;geo_shape;geo_point_2d
101;2574;Gare de voyageurs;Castelnau-d'Estrétefonds;gare avec accueil du public;87611665;Occitanie;31;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [1.341460513719696, 43.78625252496137]}";43.786252525,1.34146051372
107;2590;Gare de voyageurs;Naucelle;gare avec accueil du public;87615732;Occitanie;12;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [2.363270173425239, 44.18530886639681]}";44.1853088664,2.36327017343
118;2743;Gare de voyageurs et de fret;Tarbes;gare avec accueil du public;87671008;Occitanie;65;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [0.069472494225012, 43.240306128483816]}";43.2403061285,0.069472494225
123;2770;Gare de voyageurs et de fret;Caussade;gare avec accueil du public;87613356;Occitanie;82;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [1.533511382592001, 44.16240864284834]}";44.1624086428,1.53351138259
131;3008;Gare de voyageurs;Salindres;halte ferroviaire;0;Occitanie;30;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [4.153427367628949, 44.17310131043966]}";44.1731013104,4.15342736763
144;3063;Gare de voyageurs;Baraqueville-Carcenac-Peyrales;halte ferroviaire;87615757;Occitanie;12;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [2.427506886303444, 44.27037357433967]}";44.2703735743,2.4275068863
151;3243;Gare de voyageurs;Magalas;halte ferroviaire;87781666;Occitanie;34;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [3.22968930659806, 43.46754785085152]}";43.4675478509,3.2296893066
152;3244;Gare de voyageurs;Lamagistère;halte ferroviaire;87611855;Occitanie;82;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [0.825458518969933, 44.12670696273672]}";44.1267069627,0.82545851897
155;3260;Gare de voyageurs;Joncet;halte ferroviaire;87784710;Occitanie;66;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [2.310665805990912, 42.561405727832486]}";42.5614057278,2.31066580599
156;3262;Gare de voyageurs et de fret;Rivesaltes;gare avec accueil du public;87784173;Occitanie;66;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [2.867789752552974, 42.76625212059197]}";42.7662521206,2.86778975255
158;3272;Gare de voyageurs et de fret;Gourdon;gare avec accueil du public;87613141;Occitanie;46;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [1.389429589913644, 44.74203759842604]}";44.7420375984,1.38942958991
162;3310;Gare de voyageurs;Lunas;halte ferroviaire;87781575;Occitanie;34;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [3.194216753491464, 43.709386879402544]}";43.7093868794,3.19421675349
172;3351;Gare de voyageurs;Saint-Jory;halte ferroviaire;87611657;Occitanie;31;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [1.371373710200821, 43.73825743937491]}";43.7382574394,1.3713737102
188;3639;Gare de voyageurs et de fret;Viviez-Decazeville;gare avec accueil du public;87613661;Occitanie;12;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [2.218428460798012, 44.555789775819804]}";44.5557897758,2.2184284608
191;3650;Gare de voyageurs;Ur-les-Escaldes;halte ferroviaire;87784884;Occitanie;66;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [1.94038361606821, 42.45742562337393]}";42.4574256234,1.94038361607
196;3659;Gare de voyageurs;Saint-Pé-de-Bigorre;halte ferroviaire;87671362;Occitanie;65;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [-0.16087788563907202, 43.10115805497916]}";43.101158055,-0.160877885639
198;3661;Gare de voyageurs;Saint-Martory;halte ferroviaire;87611103;Occitanie;31;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [0.933950043202397, 43.13843485585285]}";43.1384348559,0.933950043202
200;3663;Gare de voyageurs;Villefranche-de-Lauragais;gare avec accueil du public;87615013;Occitanie;31;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [1.7147280525798991, 43.39824219816457]}";43.3982421982,1.71472805258
202;3670;Gare de voyageurs;Pibrac;halte ferroviaire;87611830;Occitanie;31;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [1.289186958985653, 43.621496300996036]}";43.621496301,1.28918695899
203;3678;Gare de voyageurs;Pommevic;halte ferroviaire;87618058;Occitanie;82;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [0.9330875180246501, 44.10214797107427]}";44.1021479711,0.933087518025
205;3683;Gare de voyageurs;Bessèges;halte ferroviaire;0;Occitanie;30;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [4.100501247976462, 44.28839944671523]}";44.2883994467,4.10050124798
208;3842;Gare de voyageurs;Vergèze-Codognan;gare avec accueil du public;87775114;Occitanie;30;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [4.218942253664641, 43.739833055047285]}";43.739833055,4.21894225366
209;3862;Gare de voyageurs;Font-Romeu-Odeillo-Via;gare avec accueil du public;87784819;Occitanie;66;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [2.037937878641631, 42.491165507663645]}";42.4911655077,2.03793787864
225;3954;Gare de voyageurs;Roquesérière-Buzet;halte ferroviaire;87615351;Occitanie;31;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [1.618722807104374, 43.75080440182248]}";43.7508044018,1.6187228071
228;3959;Gare de voyageurs et de fret;Montbartier;halte ferroviaire;87611699;Occitanie;82;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [1.264484411217969, 43.92395202840075]}";43.9239520284,1.26448441122
232;4127;Gare de voyageurs;Générac;halte ferroviaire;87775791;Occitanie;30;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [4.3432716666503, 43.73242157790918]}";43.7324215779,4.34327166665
233;4149;Gare de voyageurs;Les Cabannes;halte ferroviaire;87611574;Occitanie;09;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [1.685947696845236, 42.78658268720237]}";42.7865826872,1.68594769685
236;4192;Gare de voyageurs;Saint-Chély-d'Apcher;gare avec accueil du public;87783241;Occitanie;48;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [3.270668287414813, 44.8018228859324]}";44.8018228859,3.27066828741
247;4239;Gare de voyageurs;Saint-Cyprien-Arènes;gare avec accueil du public;87446179;Occitanie;31;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [1.415656885970301, 43.59368462792395]}";43.5936846279,1.41565688597
254;4422;Gare de voyageurs;Aubin;halte ferroviaire;87613224;Occitanie;12;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [2.23943309765185, 44.52700525756445]}";44.5270052576,2.23943309765
255;4428;Gare de voyageurs et de fret;Lavaur;gare avec accueil du public;87615476;Occitanie;81;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [1.813228905811052, 43.70366707041445]}";43.7036670704,1.81322890581
261;4466;Gare de voyageurs;Lunel-Viel;halte ferroviaire;87773424;Occitanie;34;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [4.093155999283941, 43.68094136732479]}";43.6809413673,4.09315599928
284;4702;Gare de voyageurs;Baillargues;halte ferroviaire;87773457;Occitanie;34;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [4.007809905019661, 43.65351824451541]}";43.6535182445,4.00780990502
289;4755;Gare de voyageurs;Luc;halte ferroviaire;87734368;Occitanie;48;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [3.8913755657442772, 44.65413008206294]}";44.6541300821,3.89137556574
294;4783;Gare de voyageurs;Lunel;gare avec accueil du public;87773408;Occitanie;34;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [4.131349615614605, 43.67962759413129]}";43.6796275941,4.13134961561
298;4793;Gare de voyageurs;Chamborigaud;halte ferroviaire;87775221;Occitanie;30;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [3.979270962270545, 44.30045852971081]}";44.3004585297,3.97927096227
304;4976;Gare de voyageurs;Osséja;halte ferroviaire;87784868;Occitanie;66;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [1.977185834705308, 42.419930389549826]}";42.4199303895,1.97718583471
309;5018;Gare de voyageurs;Le TOEC;halte ferroviaire;87353573;Occitanie;31;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [1.401335077761149, 43.59544117895468]}";43.595441179,1.40133507776
310;5022;Gare de voyageurs;Langogne;gare avec accueil du public;87734350;Occitanie;48;2018-02-07T02:00:00+01:00;"{""type"": ""Point"", ""coordinates"": [3.856943807914612, 44.73286933565575]}";44.7328693357,3.85694380791
